Date,ProductName,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email,DayOfWeek,TotalSales
2023-01-03 15:00:00,Cheesecake,1,8.427301201321562,West,Cash,False,Rainy,,Poor,Positive,33,Phone Order,Nicholas Contreras,"PSC 1540, Box 6723
APO AE 70127",8287860258,john56@example.net,Keith Briggs,william16@example.net,Tuesday,8.427301201321562
2023-01-03 16:00:00,Vanilla Cake,4,19.66178176985552,West,Online,False,Sunny,26.163993574441374,Average,Positive,52,In Store,Matthew Waller,"54562 Heather Shoal Suite 206
Longtown, CO 12775",558-487-5534x893,amyfigueroa@example.org,Brandon Dunn,sriddle@example.net,Tuesday,78.64712707942208
2023-01-03 17:00:00,Pizza Beef Double decker,5,12.97869059786395,West,Online,False,Cloudy,29.438287895124382,Excellent,Positive,46,Phone Order,Barbara Rubio,"USNV Parsons
FPO AP 51888",(402)353-5570,jensenkathleen@example.net,Catherine Johnson,tmason@example.org,Tuesday,64.89345298931975
2023-01-03 18:00:00,Vanilla Cake,1,7.0368357059590565,South,Credit Card,True,Cloudy,30.489693817329556,Average,Positive,36,In Store,Kenneth Mccoy,"0708 Joseph Hollow Apt. 766
Johnsview, VI 73821",(351)808-8894,aprilmueller@example.org,Kimberly Russell,jennifer08@example.net,Tuesday,7.0368357059590565
2023-01-03 19:00:00,Vanilla Cake,4,6.489533041305394,East,Online,False,Cloudy,30.666827255229286,Poor,,16,Online Order,Stephanie Jenkins,"4660 Mathis Ranch
West Michaelborough, VT 81196",+1-658-405-9397,troy51@example.org,Travis Hogan,,Tuesday,25.958132165221578
2023-01-03 20:00:00,Vanilla Cake,2,8.1329610605861,North,Cash,True,Rainy,20.779491471967702,Excellent,Positive,27,In Store,Thomas Lane,"3553 Julie Summit
East Candicemouth, MS 46067",547-698-4124,rogersjorge@example.com,Wesley Christian,judithvega@example.org,Tuesday,16.2659221211722
2023-01-03 21:00:00,Pizza Beef Double decker,4,18.884559950380037,South,Cash,True,Rainy,,Excellent,Negative,37,In Store,Alexandra King,"592 Mcmillan Wells Suite 719
North Rebecca, OR 73861",316.467.3052x4891,jessicajones@example.net,Sarah Greer,lindajohnson@example.org,Tuesday,75.53823980152015
2023-01-03 22:00:00,Red Velvet Cake,5,11.212253364923402,East,Cash,True,Cloudy,26.87379972147572,Average,Negative,39,In Store,Lauren Gonzalez,"2704 Bob Orchard Apt. 418
Billytown, NM 40830",(943)642-6788,james34@example.net,Jason Baker,lindseygarner@example.org,Tuesday,56.06126682461701
2023-01-03 23:00:00,Cheesecake,4,10.931514019893715,South,Online,True,Cloudy,23.93624122544322,Average,Neutral,42,Online Order,Lauren Bond,"582 Sampson Gateway Apt. 754
Patrickbury, FL 95473",(905)713-5586,zhall@example.net,Andrea Green,michaela48@example.org,Tuesday,43.72605607957486
2023-01-04 00:00:00,Cheesecake,3,9.69809391605261,North,Cash,True,Sunny,23.626467612195224,Poor,Positive,25,In Store,Elizabeth Scott,"8863 Tony Lake Suite 057
Lake David, FM 76570",611-582-0116x9700,dustingolden@example.net,Todd Williams,amanda40@example.net,Wednesday,29.09428174815783
2023-01-04 01:00:00,Pizza Pepperoni,5,7.2059277584988255,South,Cash,True,Sunny,27.245211692659257,Average,Neutral,47,In Store,Judith Hall,"27670 Rice Gardens Suite 182
Jocelynfort, WA 03760",001-747-593-5449,clinton68@example.net,Sara Ferguson,marcus87@example.com,Wednesday,36.029638792494126
2023-01-04 02:00:00,Chocolate Cake,2,12.317767957886097,North,Cash,True,Sunny,33.30247309203439,Excellent,Neutral,38,Online Order,Kathryn Jones,"464 Pamela Row Suite 212
West Yolanda, AZ 45755",414.937.9555x9744,andrew17@example.net,Breanna Bowen,bcarter@example.net,Wednesday,24.635535915772195
2023-01-04 03:00:00,Chocolate Cake,3,6.95071673766708,South,Credit Card,True,Rainy,25.675213725239704,Good,,16,Phone Order,Michael Johnson,"01968 Rogers Mills Apt. 230
Phamside, CO 85999",375.202.1858,michael71@example.net,Denise Nichols,,Wednesday,20.85215021300124
2023-01-04 04:00:00,Fruit Cake,4,17.532203545734916,North,Online,False,Cloudy,31.24588620175315,Good,Neutral,44,Phone Order,Amanda Freeman,"94352 Hannah Row
Ralphtown, KS 42976",747.307.2925,josephstevenson@example.com,Kyle Gutierrez,coxconnie@example.net,Wednesday,70.12881418293966
2023-01-04 05:00:00,Chocolate Cake,5,10.555954794129597,South,Online,False,Rainy,21.452280964808278,Poor,Negative,31,Phone Order,Thomas Harris,"Unit 9421 Box 2570
DPO AP 28305",001-936-202-5871x21641,,Amanda Jones,cynthiacarson@example.com,Wednesday,52.77977397064799
2023-01-04 06:00:00,Pizza Beef Double decker,2,10.622053516726945,North,Online,True,Cloudy,27.140850532265926,Average,Neutral,54,Online Order,Jordan Brown,"35015 Barnes Ville Suite 109
Lake Michelle, IN 02641",595.632.5703x77271,patrickpadilla@example.net,Laura Smith,jenniferpeterson@example.org,Wednesday,21.24410703345389
2023-01-04 07:00:00,Carrot Cake,3,12.110096427247338,West,Credit Card,True,Sunny,34.875292105891035,Poor,Positive,48,Online Order,Andrew Moore,"7070 Hendrix Circle
Marymouth, PA 22887",5186677437,,Jessica Booth,michellecannon@example.net,Wednesday,36.33028928174201
2023-01-04 08:00:00,Pizza Margherita,2,11.661915697486275,South,Online,True,Sunny,31.556567041885053,Good,Neutral,52,Phone Order,James Coleman,"556 Reyes Circle Suite 673
South Felicia, AS 51653",877.657.1496x5529,robertfischer@example.org,Justin Lambert,vlucas@example.net,Wednesday,23.32383139497255
2023-01-04 09:00:00,Fruit Cake,4,19.92286959588982,South,Credit Card,False,Sunny,23.157927326609194,Good,Negative,36,In Store,Jason Benson,"57914 Dillon Fields
Lindseyshire, SC 15624",951-644-9723x4934,jeremymiller@example.org,Kendra Olson,melissa72@example.com,Wednesday,79.69147838355929
2023-01-04 10:00:00,Pizza Margherita,2,13.180716818274538,East,Credit Card,False,Sunny,27.52162210546866,Average,Negative,19,Phone Order,Shelia Mueller,"PSC 4153, Box 2921
APO AP 27510",+1-839-985-4056x57671,claire33@example.net,Laurie Young,frankbarton@example.org,Wednesday,26.361433636549076
2023-01-04 11:00:00,Cheesecake,1,6.3230255568480604,East,Online,True,Cloudy,23.5043714547285,Excellent,Negative,54,Online Order,Melissa Pope,"04025 Allison Springs
Lake Karen, AK 72462",970-577-5475x971,nlong@example.org,Amy Roberts,,Wednesday,6.3230255568480604
2023-01-04 12:00:00,Pizza Margherita,3,14.10316012365395,North,Cash,True,Sunny,26.14341390893764,Average,Neutral,30,In Store,Anthony Meyer,"51060 Walter Ranch Suite 459
Lake Amandaton, LA 50037",001-276-801-8226x91948,xyoung@example.net,Sheri Mathews,heather17@example.com,Wednesday,42.30948037096185
2023-01-04 13:00:00,Pizza Margherita,2,7.273764393048199,South,Cash,False,Cloudy,31.70126035602447,Good,Neutral,27,In Store,Walter Moore,"5092 Johnson Villages Suite 284
Tiffanybury, AL 56458",661.630.2662,brownscott@example.com,Melissa Keller,matthew41@example.org,Wednesday,14.547528786096398
2023-01-04 14:00:00,Fruit Cake,4,5.46406467097013,North,Online,False,Cloudy,31.568372229356054,Excellent,Negative,40,Online Order,Robert Gonzales,"354 Alexis Ferry
Port Michelleborough, NJ 88021",663-828-4624,hurleyabigail@example.org,Megan Snyder,ujones@example.net,Wednesday,21.85625868388052
2023-01-04 15:00:00,Pizza Pepperoni,4,19.561132305158722,West,Online,True,Rainy,23.421505668535776,Poor,,45,In Store,Nicholas Campbell,"521 Glen Centers Apt. 944
Port Stevenfort, IL 94181",001-348-936-9487x6648,karen77@example.org,Brittany Tapia,jasmine20@example.net,Wednesday,78.24452922063489
2023-01-04 16:00:00,Vanilla Cake,2,16.603083373018457,East,Credit Card,True,Sunny,,Good,Positive,53,Phone Order,Jamie Edwards,"4498 Lee Gateway Suite 262
Barnesfort, AZ 28615",295-626-6694,tamaramullins@example.org,Dr. Stacy Johnson,ethanjohnson@example.net,Wednesday,33.206166746036914
2023-01-04 17:00:00,Chocolate Cake,4,19.701634886206506,North,Online,True,Sunny,28.8885227414724,Poor,Neutral,37,Online Order,Katherine Wood,"72819 Williamson Fall
Lake Taraville, NY 04525",223-347-5491,landrypeter@example.net,Travis Williams,sarahedwards@example.com,Wednesday,78.80653954482602
